Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Obtain,JinSei,Obtain,124269,False,51,5,0,4,0.425,0.77,0.356,0.818,0.141,-10.346,0.068,0.263,80.042,LofiBeats
All About,Green Balloon,Epic Love,105000,False,44,6,0,4,0.32,0.615,0.371,0.593,0.0626,-15.032,0.0356,0.217,127.979,LofiBeats
Icy Waters,Summit One,Icy Waters,108717,False,55,9,0,4,0.0438,0.575,0.228,0.852,0.0859,-14.174,0.121,0.04,160.059,LofiBeats
Sunflower,"Snuggles,Koosen,Fets",Sunflower,100063,False,58,2,1,4,0.783,0.757,0.203,0.848,0.112,-14.426,0.0604,0.298,156.04,LofiBeats
Stars,"Deauxnuts,Nokiaa",Stars,98064,False,53,10,0,4,0.429,0.664,0.172,0.858,0.0772,-10.34,0.134,0.75,160.201,LofiBeats
Top Floor,Moody Bit,Top Floor,106666,False,60,5,0,4,0.855,0.669,0.368,0.586,0.119,-15.863,0.0357,0.282,89.977,LofiBeats
Stripe Two,Tom Oswald,Stripe One,106666,False,61,6,0,4,0.965,0.548,0.153,0.957,0.0917,-17.489,0.363,0.433,179.594,LofiBeats
Gloom,"mell-ø,Ambulo",Afloat Again,131200,False,66,11,1,4,0.838,0.782,0.349,0.951,0.119,-11.464,0.0675,0.262,74.913,LofiBeats
amnèsie,evän,amnèsie,116341,False,50,7,0,4,0.943,0.777,0.3,0.957,0.131,-10.571,0.046,0.272,82.049,LofiBeats
sundown,mt. fujitive,sundown / whisper,106899,False,0,5,1,3,0.958,0.653,0.167,0.931,0.0986,-19.743,0.0396,0.461,75.962,LofiBeats
Golden Hours,Justnormal,Autumn Here,148302,False,61,8,0,4,0.926,0.53,0.175,0.114,0.103,-7.119,0.16,0.161,171.1,LofiBeats
It's Ok,"Pandrezz,j'san",It's Ok,168297,False,60,7,1,4,0.835,0.702,0.277,0.879,0.121,-11.708,0.0466,0.065,87.0,LofiBeats
Night Ride,Magic Mondays,Night Ride,121341,True,46,1,1,4,0.352,0.55,0.375,0.864,0.115,-14.722,0.0734,0.305,79.992,LofiBeats
falling leaves,Mura Kami,Autumn Lullabies (EP),109075,False,53,1,1,4,0.849,0.652,0.513,0.873,0.099,-8.326,0.0483,0.457,87.991,LofiBeats
Dunes o Dunes,reeperzehn,Dunes o Dunes,133670,False,58,3,1,4,0.825,0.473,0.608,0.758,0.279,-11.232,0.117,0.326,78.993,LofiBeats
Jack London,citi,Well.. That Happened,198400,False,50,0,0,4,0.916,0.772,0.362,0.814,0.197,-17.174,0.144,0.339,75.013,LofiBeats
Apartment,Garot Michael Conklin,Apartment,135384,False,48,11,1,4,0.801,0.44,0.184,0.0996,0.11,-17.277,0.327,0.538,156.05,LofiBeats
Lonely in London,Slumberville,Lonely in London,135000,False,57,4,0,4,0.829,0.795,0.0365,0.848,0.089,-19.728,0.0826,0.202,130.041,LofiBeats
Umbrellas,"ocha,Flovry",Umbrellas,155200,False,53,4,1,4,0.603,0.677,0.351,0.796,0.159,-13.184,0.0521,0.396,75.0,LofiBeats
Acalma,Gambia Beats,Acalma,127894,False,53,1,0,4,0.000755,0.889,0.31,0.897,0.0775,-7.045,0.645,0.756,152.013,LofiBeats
thoughts,eevee,beat tape 10,105365,False,56,10,1,4,0.905,0.704,0.273,0.0078,0.0933,-10.948,0.0704,0.557,82.013,LofiBeats
Frosty,Sleepermane,Frosty,74182,False,51,7,1,4,0.481,0.738,0.237,0.598,0.205,-13.576,0.0365,0.67,78.124,LofiBeats
I Never Finish Anything,Velabeats,Late Night Tape,127058,False,55,5,0,4,0.887,0.618,0.297,0.932,0.113,-10.112,0.176,0.522,85.299,LofiBeats
Understanding,"Enluv,E I S U",Understanding,108607,False,52,10,0,4,0.656,0.68,0.398,0.848,0.0931,-13.87,0.056,0.396,79.046,LofiBeats
Rained In,Nathan Kawanishi,Rained In,157884,False,55,7,1,4,0.339,0.491,0.532,0.971,0.257,-9.54,0.0344,0.102,65.091,LofiBeats
The Best Moment,j'san,The Best Moment,82962,False,55,3,1,4,0.76,0.448,0.466,0.108,0.0955,-10.93,0.255,0.563,162.688,LofiBeats
Caruyú,Alma De La Selva,De La Selva,152576,False,49,5,0,4,0.279,0.622,0.717,0.819,0.107,-8.263,0.103,0.313,89.028,LofiBeats
distance,"Rook1e,ozoyo",distance,81596,False,55,7,1,4,0.926,0.359,0.36,0.917,0.152,-11.751,0.0903,0.0725,78.18,LofiBeats
Dizzy,Hugo,Dizzy,133691,False,48,0,0,4,0.911,0.667,0.241,0.935,0.111,-8.854,0.0471,0.258,74.509,LofiBeats
Moments,"LaFlamme,Chill Select",Moments,135000,False,47,1,0,4,0.327,0.748,0.685,0.813,0.127,-7.611,0.289,0.371,185.862,LofiBeats
Berlin Tsukin,Taiyo Ky,Bi-To Te-Pu,192831,False,46,5,0,4,0.568,0.733,0.218,0.911,0.0861,-12.471,0.146,0.34,87.143,LofiBeats
Four Seasons,"Deauxnuts,Nokiaa",Four Seasons,115200,False,54,10,1,4,0.458,0.803,0.323,0.901,0.145,-11.992,0.422,0.512,75.019,LofiBeats
Sinking,"Lunchmoney,Dontcry",Sinking,83789,False,51,2,0,4,0.841,0.477,0.318,0.926,0.12,-13.396,0.154,0.336,80.409,LofiBeats
Low Fly,TheeAgris,Low Fly,125555,False,50,0,1,4,0.401,0.773,0.237,0.783,0.0808,-14.617,0.258,0.149,142.957,LofiBeats
Cordon Bleu,G R I Z,Cordon Bleu,141442,False,63,1,0,4,0.382,0.713,0.343,0.383,0.26,-12.351,0.0331,0.389,112.861,LofiBeats
Chill in Lydda,"Hazy Noir,Djamil",Chill in Lydda,156000,False,47,9,0,4,0.242,0.69,0.394,0.823,0.147,-16.714,0.0477,0.276,160.014,LofiBeats
Cherry Tomatoes,Guustavv,Tid,147200,False,58,2,1,4,0.842,0.768,0.574,0.926,0.115,-7.573,0.0578,0.299,74.997,LofiBeats
Jasmine,"C4C,T.Lion",Jasmine,151168,False,56,11,1,4,0.904,0.624,0.172,0.926,0.0878,-20.261,0.0512,0.336,153.974,LofiBeats
Midnight,Bhxa,Midnight,99756,False,48,7,0,4,0.858,0.637,0.186,0.885,0.0986,-16.321,0.0351,0.0925,76.991,LofiBeats
Don't Go Breaking My Heart,"vensterbank,Formal Chicken,Fets",Don't Go Breaking My Heart,111295,False,52,5,1,4,0.654,0.585,0.284,0.888,0.109,-13.448,0.0466,0.0733,83.981,LofiBeats
distance,"Nohidea,Dontcry",distance,103291,False,58,3,0,4,0.753,0.563,0.206,0.822,0.0841,-18.479,0.121,0.251,158.148,LofiBeats
Gasteria,Gaura,Gasteria,81951,False,60,11,0,4,0.765,0.765,0.181,0.889,0.108,-14.526,0.154,0.0813,82.043,LofiBeats
Espoir,Philanthrope,Espoir,96778,False,54,8,1,4,0.604,0.777,0.101,0.339,0.0881,-11.868,0.202,0.504,82.924,LofiBeats
Testing Tubes,Praizee,Testing Tubes,148072,False,60,8,1,4,0.637,0.82,0.139,0.776,0.101,-10.941,0.362,0.658,74.993,LofiBeats
over,mai,over,62579,False,0,11,0,4,0.874,0.773,0.223,0.927,0.111,-14.852,0.0798,0.713,91.988,LofiBeats
Sunflower Serenade,Minthaze,Sunflower Serenade,132294,False,52,8,0,4,0.956,0.735,0.124,0.923,0.145,-23.952,0.0419,0.301,117.046,LofiBeats
Your Aura,Jrney,Your Aura,149116,False,52,8,0,4,0.207,0.706,0.259,0.891,0.0854,-16.357,0.254,0.228,88.515,LofiBeats
Lightly,niquo,College Music Presents: Lift Off,169089,False,53,10,1,4,0.636,0.779,0.34,0.135,0.26,-11.594,0.0721,0.228,82.003,LofiBeats
777,"Dontcry,Glimlip",777,106371,False,57,5,0,4,0.598,0.799,0.231,0.841,0.12,-13.294,0.0613,0.15,81.937,LofiBeats
Lemon Wedge in the Sky,"Sarah, the Illstrumentalist",Home By 11 PM,131500,False,56,7,1,4,0.128,0.73,0.781,0.948,0.0794,-6.532,0.0875,0.694,92.037,LofiBeats
