Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Sharp Feelings,Regendum,Sharp Feelings,163989,False,48,,,,,,,,,,,,,YOGA
Scintillans,Zibra Inguzu,Yoga Gong Karma,220781,False,57,,,,,,,,,,,,,YOGA
Decision,Eleanor Arroway,Internal Voices,207121,False,55,,,,,,,,,,,,,YOGA
Light As A Feather,The Oahus,Light As A Feather,155750,False,48,,,,,,,,,,,,,YOGA
Transcendence,Amber Virena,Transcendence,233955,False,55,,,,,,,,,,,,,YOGA
Angel Dust,Von Goo,Pan Flute Sessions 1,250214,False,53,,,,,,,,,,,,,YOGA
Corridors,Mylo Rivers,Corridors of Diamonds,201000,False,48,,,,,,,,,,,,,YOGA
Jupiter Sunrise,Oliver Évilo,Jupiter Sunrise,178402,False,64,,,,,,,,,,,,,YOGA
Luz y Alma,Arbol De Vida,Luz Y Alma,220894,False,48,,,,,,,,,,,,,YOGA
Pacific Bliss,Harlan Silverman,Pacific Bliss,166440,False,56,,,,,,,,,,,,,YOGA
Ride The Wave,The Oahus,Ride The Wave,171050,False,50,,,,,,,,,,,,,YOGA
From the Other Side,Dream Runner,Mare Tranquilis,175357,False,48,,,,,,,,,,,,,YOGA
Two,Binary One,Minimalia,188731,False,50,,,,,,,,,,,,,YOGA
Lakeshore,Wolfgang Snow,Frostbite,150701,False,56,,,,,,,,,,,,,YOGA
Offline,Rand Aldo,Beyond The Range Of Sound,163405,False,0,,,,,,,,,,,,,YOGA
Jocelyn,Lost Wings,Jocelyn,146031,False,59,,,,,,,,,,,,,YOGA
Acceptance,Johann Eder,Acceptance,174277,False,59,,,,,,,,,,,,,YOGA
Repose,Ebb & Flod,Nautilus,213823,False,58,,,,,,,,,,,,,YOGA
Lost at Sea,The Tides,Wandering the Coast,192000,False,58,,,,,,,,,,,,,YOGA
Light of The Moon,Naturally Recurring,Light of The Moon,226666,False,56,,,,,,,,,,,,,YOGA
Asana,Spirit Minds,Shimmer,194400,False,48,,,,,,,,,,,,,YOGA
Strength From Inside,Above & Beyond,Flow State,200786,False,59,,,,,,,,,,,,,YOGA
Pegasus,Fleurs de Son,Pegasus,211443,False,58,,,,,,,,,,,,,YOGA
Breathing Star,Allana Johnson,Breathing Star,176091,False,55,,,,,,,,,,,,,YOGA
Sylarna,Ström,Skanderna,244500,False,62,,,,,,,,,,,,,YOGA
Secret Haven,August D. Valentine,Secret Haven,270234,False,60,,,,,,,,,,,,,YOGA
Einmanaleika,Elvar Arngrimsson,Fjarlagt Ljus,129000,False,47,,,,,,,,,,,,,YOGA
Clouds Part,Stol Perez,Clouds Part,178125,False,40,,,,,,,,,,,,,YOGA
Kulning,Sten Hammarlund,Kulning,110300,False,52,,,,,,,,,,,,,YOGA
Savasana,Sintrano,Savasana,131284,False,50,,,,,,,,,,,,,YOGA
Nefelibata,Jeanelle Bolduc,Nefelibata,180624,False,56,,,,,,,,,,,,,YOGA
Eunoia,Clyde Boudreaux,Eunoia,273000,False,53,,,,,,,,,,,,,YOGA
Campanis,Zibra Inguzu,Yoga Gong Karma,184931,False,54,,,,,,,,,,,,,YOGA
Awakening,Alex Couture,The Calm Sessions,157481,False,60,,,,,,,,,,,,,YOGA
Enchanted Dreams,Antologie,Enchanted Dreams,197837,False,52,,,,,,,,,,,,,YOGA
Amygdala,Michel LeBond,Soulythical,218174,False,53,,,,,,,,,,,,,YOGA
Pads of Redemption,Masala Roo,Pads of Redemption,168536,False,59,,,,,,,,,,,,,YOGA
The Healing Process,Koh Lantana,The Healing Process,161442,False,61,,,,,,,,,,,,,YOGA
Grateful Minds,Mehdi Teyt & Rehla X,The Enlightened,167210,False,57,,,,,,,,,,,,,YOGA
Calm Rivers,La Reve,Wings of Glass,183158,False,51,,,,,,,,,,,,,YOGA
Daylight,Ghost Of Summer,Daylight,148794,False,48,,,,,,,,,,,,,YOGA
Back In Time,Amber Virena,Back In Time,169540,False,49,,,,,,,,,,,,,YOGA
The Art Of Love,Sahlene Williams,The Art Of Love,185879,False,56,,,,,,,,,,,,,YOGA
Owls,Ebb & Flod,Moonrise,146483,False,0,,,,,,,,,,,,,YOGA
Avalon,Leyenda,Violin Chant,209617,False,50,,,,,,,,,,,,,YOGA
Morning Rain,Mehdi Teyt & Rehla X,Bombay Sunrise,148941,False,50,,,,,,,,,,,,,YOGA
Sunset Drifter,Naturally Recurring,Light of The Moon,252000,False,57,,,,,,,,,,,,,YOGA
State of Existence,Christos Konstantinidis,State of Existence,176545,False,54,,,,,,,,,,,,,YOGA
Incubations,Roland Mercier,Yoga Music,189000,False,54,,,,,,,,,,,,,YOGA
Shaman Dreams,Primer Dia,Shaman Dreams,186500,False,56,,,,,,,,,,,,,YOGA
Underbart,The 2 Inversions,Underbart,144104,False,51,,,,,,,,,,,,,YOGA
