Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Techno World - Extended Mix,Go Nuclear,Techno World,419593,False,2,1.0,1.0,4.0,0.0019,0.7879999999999999,0.725,0.643,0.254,-8.158999999999999,0.0602,0.677,129.988,Disco
Roots controller,Groove Corporation,Co-operation & Co-operation Dub,371304,False,3,11.0,0.0,4.0,0.0007650000000000001,0.716,0.516,0.228,0.209,-13.075999999999999,0.0534,0.34600000000000003,105.015,DubReggae
The Only Redeemer - Groove Corporation Remix,"Noiseshaper,Groove Corporation",King Size Dub Special: Noiseshaper,324800,False,8,10.0,0.0,4.0,0.0308,0.86,0.41700000000000004,0.107,0.7120000000000001,-11.232999999999999,0.13,0.46,133.48,DubReggae
Ghetto Prayer (feat. Bim Sherman),Groove Corporation,Co-operation & Co-operation Dub,395572,False,1,2.0,1.0,4.0,0.32,0.725,0.332,0.0165,0.639,-15.375,0.0845,0.45,148.9,DubReggae
Hypnoherapy,Groove Corporation,Co-operation & Co-operation Dub,259996,False,0,10.0,0.0,4.0,0.034,0.725,0.41600000000000004,0.873,0.8640000000000001,-16.552,0.0673,0.47600000000000003,109.98700000000001,DubReggae
Passion,Groove Corporation,Co-operation & Co-operation Dub,247797,False,1,8.0,1.0,4.0,0.0656,0.618,0.525,0.8240000000000001,0.23800000000000002,-13.155999999999999,0.0363,0.37799999999999995,130.026,DubReggae
Speak To Me/Breathe (In The Air) [Dubmatix Remix],"Easy Star All-Stars,Dubmatix",Dubber Side of the Moon,231946,False,21,11.0,0.0,4.0,0.0122,0.569,0.7490000000000001,0.47600000000000003,0.221,-7.656000000000001,0.10300000000000001,0.63,135.016,DubReggae
On The Run (10 Ft. Ganja Plant Remix),"Easy Star All-Stars,10 Ft. Ganja Plant",Dubber Side of the Moon,244106,False,17,6.0,0.0,4.0,0.00398,0.732,0.777,0.7859999999999999,0.778,-6.1129999999999995,0.054000000000000006,0.802,141.07399999999998,DubReggae
Time (Groove Corporation Remix),"Easy Star All-Stars,Groove Corporation",Dubber Side of the Moon,346800,False,19,6.0,0.0,4.0,0.18899999999999997,0.782,0.684,0.00014,0.648,-5.876,0.0775,0.5329999999999999,140.019,DubReggae
The Great Gig In The Sky (Dubphonic Remix),"Easy Star All-Stars,Dubphonic",Dubber Side of the Moon,308880,False,18,2.0,0.0,4.0,0.0557,0.40700000000000003,0.589,0.413,0.179,-9.271,0.0492,0.203,126.285,DubReggae
Money (Alchemist Remix),"Easy Star All-Stars,Alchemist",Dubber Side of the Moon,398293,False,30,6.0,0.0,4.0,0.0218,0.662,0.9009999999999999,0.0041600000000000005,0.653,-5.515,0.0499,0.665,139.984,DubReggae
Us And Them (Dreadzone Remix),"Easy Star All-Stars,Dreadzone",Dubber Side of the Moon,359946,False,18,2.0,1.0,4.0,0.0205,0.674,0.47,0.841,0.111,-8.209,0.0418,0.526,143.977,DubReggae
Any Colour You Like (Kalbata Remix),"Easy Star All-Stars,Kalbata",Dubber Side of the Moon,244533,False,15,2.0,1.0,4.0,0.000206,0.653,0.68,0.77,0.109,-9.015,0.0509,0.139,140.989,DubReggae
Brain Damage (Adrian Sherwood and Jazzwad Remix),"Easy Star All-Stars,Adrian Sherwood,Jazzwad",Dubber Side of the Moon,270133,False,26,2.0,1.0,4.0,0.0294,0.721,0.7440000000000001,0.0902,0.0782,-5.377000000000001,0.0796,0.5770000000000001,124.04299999999999,DubReggae
Eclipse (Victor Rice Remix),"Easy Star All-Stars,Victor Rice",Dubber Side of the Moon,156960,False,15,2.0,1.0,4.0,0.163,0.8740000000000001,0.76,0.945,0.0618,-8.668,0.0621,0.792,120.184,DubReggae
Step It Pon The Rastaman Scene (Border Crossing Remix),"Easy Star All-Stars,Border Crossing",Dubber Side of the Moon,260266,False,15,1.0,1.0,4.0,0.0129,0.743,0.6829999999999999,0.006409999999999999,0.389,-6.247000000000001,0.132,0.606,136.01,DubReggae
Money (Mad Professor Remix),"Easy Star All-Stars,Mad Professor",Dubber Side of the Moon,328106,False,16,11.0,0.0,4.0,0.0009699999999999999,0.858,0.653,0.425,0.0946,-8.673,0.22699999999999998,0.573,134.981,DubReggae
Time Version (Michael G Easy Star All-Stars Remix),"Easy Star All-Stars,Michael G.",Dubber Side of the Moon,218293,False,15,6.0,0.0,4.0,0.000399,0.682,0.631,0.833,0.255,-7.647,0.0262,0.718,130.28799999999998,DubReggae
On The Run (J.Viewz Remix),"Easy Star All-Stars,J.Viewz",Dubber Side of the Moon,227333,False,15,1.0,1.0,3.0,0.54,0.583,0.731,0.8690000000000001,0.151,-11.109000000000002,0.0404,0.8590000000000001,163.023,DubReggae
On The Run (J.Viewz Remix),"Easy Star All-Stars,J.Viewz",Dubber Side of the Moon,227333,False,15,1.0,1.0,3.0,0.54,0.583,0.731,0.8690000000000001,0.151,-11.109000000000002,0.0404,0.8590000000000001,163.023,DubReggae
We Rock It,Noiseshaper,King Size Dub Special: Noiseshaper,367391,False,6,11.0,0.0,4.0,0.00715,0.877,0.654,0.44299999999999995,0.0787,-6.497000000000001,0.0571,0.846,122.01700000000001,DubReggae
Thirsty Ears,Noiseshaper,Prelaunch Sequence,306426,False,3,4.0,0.0,4.0,0.496,0.856,0.561,0.42700000000000005,0.102,-9.015,0.10800000000000001,0.512,130.033,DubReggae
Cultura Pura,Noiseshaper,Prelaunch Sequence,268906,False,3,2.0,1.0,4.0,0.384,0.777,0.578,0.174,0.113,-10.780999999999999,0.111,0.569,144.024,DubReggae
Rise,Noiseshaper,Prelaunch Sequence,283240,False,1,7.0,1.0,4.0,0.0229,0.645,0.611,0.821,0.107,-8.895,0.0995,0.43,196.013,DubReggae
Moving Together,Noiseshaper,Prelaunch Sequence,351253,False,2,0.0,1.0,4.0,0.27699999999999997,0.679,0.522,0.000388,0.0569,-11.139000000000001,0.0548,0.728,77.965,DubReggae
Evil E,Noiseshaper,Prelaunch Sequence,298386,False,1,8.0,1.0,4.0,0.00771,0.802,0.6459999999999999,0.866,0.0942,-8.788,0.0636,0.316,124.99799999999999,DubReggae
Radio C1C,Noiseshaper,Prelaunch Sequence,109266,False,2,4.0,1.0,4.0,0.00674,0.589,0.564,0.8109999999999999,0.21600000000000003,-14.377,0.0573,0.82,176.843,DubReggae
Where Is Fizz?,Noiseshaper,Prelaunch Sequence,354373,False,2,10.0,0.0,4.0,0.0108,0.6890000000000001,0.919,0.907,0.106,-9.665,0.048,0.805,171.997,DubReggae
O-Kaeri,Noiseshaper,Prelaunch Sequence,452640,False,3,5.0,1.0,4.0,0.153,0.413,0.541,0.612,0.6859999999999999,-12.045,0.0438,0.502,177.96200000000002,DubReggae
Cornflake,Noiseshaper,Prelaunch Sequence,324600,False,1,6.0,0.0,4.0,0.716,0.7290000000000001,0.42100000000000004,0.9079999999999999,0.0419,-13.200999999999999,0.133,0.488,191.975,DubReggae
All a Dem a Do,"Noiseshaper,Juggla",The Signal,316146,False,3,9.0,0.0,4.0,0.111,0.728,0.46399999999999997,0.00297,0.168,-14.584000000000001,0.0513,0.406,98.00200000000001,DubReggae
Jah Dub,"Noiseshaper,Kwasi Asante",The Signal,332613,False,3,8.0,0.0,4.0,0.0579,0.762,0.573,0.53,0.18899999999999997,-9.61,0.113,0.722,168.032,DubReggae
We Love Reggae,"Noiseshaper,Vido Jelashe I",The Signal,247480,False,8,4.0,0.0,4.0,0.00157,0.8340000000000001,0.519,0.0,0.135,-9.947000000000001,0.174,0.534,74.998,DubReggae
Wise Up,"Noiseshaper,MC Tweed",The Signal,311733,False,3,9.0,0.0,4.0,0.00599,0.852,0.531,5.46e-06,0.321,-11.193,0.15,0.8079999999999999,146.02200000000002,DubReggae
The Signal,"Noiseshaper,Spikey Tee",The Signal,212466,False,3,0.0,0.0,4.0,0.0131,0.887,0.515,1.19e-06,0.0378,-8.0,0.0621,0.8959999999999999,104.911,DubReggae
Sunstarson,Noiseshaper,The Signal,368960,False,5,3.0,0.0,4.0,0.0125,0.8590000000000001,0.406,0.821,0.65,-15.54,0.0598,0.619,124.006,DubReggae
You Take Control,"Noiseshaper,Jackie Deane",The Signal,404226,False,2,0.0,1.0,4.0,0.00866,0.7609999999999999,0.433,0.537,0.111,-13.953,0.0521,0.58,123.00299999999999,DubReggae
"Good Enough, Pt. 1","Noiseshaper,Farda P",The Signal,364773,False,1,4.0,0.0,4.0,0.00571,0.845,0.557,0.6709999999999999,0.11,-13.88,0.0676,0.775,119.81700000000001,DubReggae
"Good Enough, Pt. 2","Noiseshaper,Farda P",The Signal,128386,False,3,4.0,0.0,4.0,0.000487,0.711,0.413,0.175,0.221,-12.360999999999999,0.0332,0.521,119.84299999999999,DubReggae
Dunk,Noiseshaper,The Signal,371600,False,5,4.0,0.0,4.0,0.0226,0.769,0.47200000000000003,0.907,0.146,-12.181,0.0429,0.32799999999999996,98.0,DubReggae
Automatic,Noiseshaper,Rough out There,232933,False,8,1.0,0.0,4.0,0.00869,0.775,0.7090000000000001,0.0155,0.335,-8.076,0.18100000000000002,0.7659999999999999,183.90400000000002,DubReggae
Walls of Silence,Noiseshaper,Rough out There,291053,False,2,5.0,0.0,4.0,0.0461,0.846,0.653,0.0683,0.10400000000000001,-8.931000000000001,0.0518,0.915,139.987,DubReggae
This is Not a Gun Thing,Noiseshaper,Rough out There,217213,False,3,8.0,1.0,4.0,0.0113,0.8859999999999999,0.625,2.29e-06,0.158,-7.175,0.285,0.805,155.041,DubReggae
Rough out There,Noiseshaper,Rough out There,255293,False,3,4.0,0.0,4.0,0.254,0.8270000000000001,0.44,0.000171,0.114,-9.472999999999999,0.16399999999999998,0.385,146.001,DubReggae
Walking,Noiseshaper,Rough out There,308666,False,8,4.0,0.0,4.0,0.00229,0.893,0.519,0.746,0.10300000000000001,-10.138,0.053,0.644,121.00399999999999,DubReggae
Ruff Like a What,Noiseshaper,Rough out There,197920,False,3,7.0,1.0,4.0,0.09300000000000001,0.895,0.599,3.07e-06,0.157,-7.9239999999999995,0.172,0.6579999999999999,97.041,DubReggae
