"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:3z5QE16DtyXy4SM3rVMIWY","Jóvenes to Locos","spotify:artist:1nwjHzOUQZsNYX8xoWiGVC","Funzo & Baby Loud","spotify:album:5w6LdThmP8wanqIkxjhaYT","Jóvenes to Locos","1","1","161442","spotify:user:martinigoyanes7","2020-10-31T15:14:48Z"
"spotify:track:5SeYlZyKVENMOxiSPQkKyw","El Fin del Mundo","spotify:artist:5Q30fhTc0Sl0Q4C5dOjhhQ, spotify:artist:31IVfzTQ5bAPL8XMrO6dVx","La La Love You, Axolotes Mexicanos","spotify:album:4VfiuZYoSkkLs7N68l75jN","El Fin del Mundo","1","1","188093","spotify:user:martinigoyanes7","2020-10-31T15:14:53Z"
"spotify:track:0HkLxd8oNOo5BFQsIvtkvO","Intoxicao","spotify:artist:5TYxZTjIPqKM8K8NuP9woO","C. Tangana","spotify:album:19lX6EAXyt4uROdcsgnoiX","Ídolo","1","5","206693","spotify:user:martinigoyanes7","2020-10-31T15:14:58Z"
"spotify:track:3OaunNUlXXs5e2PXtNAzzG","UCLA","spotify:artist:5eIbEEQnDM8yuDVB0bimSP, spotify:artist:4isewEHTP7Az2QheDdBQ6J","RL Grime, 24hrs","spotify:album:7GpuEZzRrPT4IGiEuWaBzy","NOVA","1","13","192000","spotify:user:martinigoyanes7","2020-10-31T15:15:03Z"
"spotify:track:3T1egHTtRtYoal4SPUJAAe","Quédate conmigo","spotify:artist:7D62OQfwvslnxJn9DkZm2F, spotify:artist:4gnG14mIS3ejJyqqyJHhsN","Pole., Pilar Moxó","spotify:album:0HHDM7CgwbrHRGxRR69Us6","Quédate conmigo","1","1","216032","spotify:user:martinigoyanes7","2020-10-31T15:15:19Z"
"spotify:track:4QPLtCSQh10inI5iwUoG2p","Mil Tequilas","spotify:artist:1tMWkquIkQtVD6vaZlDbSQ","Chema Rivas","spotify:album:5tjBHzuZLK5627gummmA1Y","Mil Tequilas","1","1","255450","spotify:user:martinigoyanes7","2020-10-31T15:15:27Z"
"spotify:track:7xX3wvvcZvxGCa06KlgTCp","Tú","spotify:artist:7iK8PXO48WeuP03g8YR51W","Myke Towers","spotify:album:3dM5WCvdXdNqLE14d16GmJ","Easy Money Baby","1","2","204746","spotify:user:martinigoyanes7","2020-10-31T15:15:31Z"
"spotify:track:74OHxW9pnL556uodW2m6SQ","La Placita","spotify:artist:5Uox3n7m4W2CoM9MmHPJwQ, spotify:artist:4oNsvVnFz4HQ0UPpPFSuJX, spotify:artist:7q3hzOFspDedtkyBi1Azc8","Delaossa, Easy-S, J.Moods","spotify:album:6l0tL9pnIWqrTyLhRfMW64","La Placita","1","1","228292","spotify:user:martinigoyanes7","2020-10-31T15:15:42Z"
"spotify:track:4ptmvueuWgilsYwI6u9V46","Tu Historia y la Mía","spotify:artist:3iY9PS7LxPnCVcCP7BjJOK, spotify:artist:0hTpzLejwiEa2ClxGbVvty","Hens, Only","spotify:album:47wAYXNqv9nASiI6jLNFcT","Tu Historia y la Mía","1","1","200440","spotify:user:martinigoyanes7","2020-10-31T15:16:10Z"
"spotify:track:78CVgSm8s9pfpwCqvqzEYB","PRMVR","spotify:artist:1vBn5Puz4mdZopZEHq1QDq","La Maravillosa Orquesta del Alcohol","spotify:album:68bZxGAXn6BcPdx26LiLyj","La Primavera del Invierno","1","4","183013","spotify:user:martinigoyanes7","2020-10-31T15:16:26Z"
"spotify:track:5Wcz0MyZQa7tgPu62WMqzl","Héroes del Sábado","spotify:artist:1vBn5Puz4mdZopZEHq1QDq","La Maravillosa Orquesta del Alcohol","spotify:album:7d8wuHnJtTlLflpNySeDgp","Salvavida (de las Balas Perdidas)","1","5","244767","spotify:user:martinigoyanes7","2020-10-31T15:16:34Z"
"spotify:track:7k4t7uLgtOxPwTpFmtJNTY","Tusa","spotify:artist:790FomKkXshlbRYZFtlgla, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","KAROL G, Nicki Minaj","spotify:album:7mKevNHhVnZER3BLgI8O4F","Tusa","1","1","200960","spotify:user:martinigoyanes7","2020-10-31T15:16:40Z"
"spotify:track:1ZPWWSwCkxKfqdp4H0RFCo","ROXANNE","spotify:artist:0vRvGUQVUjytro0xpb26bs","Arizona Zervas","spotify:album:1BAHbTOKeZ1w0DeFSVi5Tn","ROXANNE","1","1","163636","spotify:user:martinigoyanes7","2020-10-31T15:16:51Z"
"spotify:track:3quyxN3SapEsojxk1Uw10K","El ataque de las chicas cocodrilo","spotify:artist:60uh2KYYSCqAgJNxcU4DA0","Hombres G","spotify:album:6clqMga4PMBcBlWCR6idis","La Cagaste... Burt Lancaster","1","7","184360","spotify:user:martinigoyanes7","2020-10-31T15:17:10Z"
"spotify:track:14P7xVQHZgLce7XNLq5jhL","Pop Pa' Tu Crush (feat. Only, Sesentay6 & Hens y Delgao)","spotify:artist:3tfyX4BfsOF9pbPWARiA0q, spotify:artist:0hTpzLejwiEa2ClxGbVvty, spotify:artist:79Q1pSFzZxBxwHxKRhMwmM, spotify:artist:5zk0m01QkmxYzSOAruh6cg","Go Roneo, Only, Sesentay6, Hens y Delgao","spotify:album:1fHtyDWvuDyUL2sZBWFaM6","Pop Pa' Tu Crush (feat. Only, Sesentay6 & Hens y Delgao)","1","1","204315","spotify:user:martinigoyanes7","2020-10-31T15:17:48Z"
"spotify:track:541hgOF71B92Jpg4IU6kyx","Turnedo","spotify:artist:3qUrABCNqnkb5gc2YmPVzP","Ivan Ferreiro","spotify:album:6684lqRy7QCfQCNVc4Ohxp","Canciones para el tiempo y la distancia","1","3","278333","spotify:user:martinigoyanes7","2020-10-31T15:18:17Z"
"spotify:track:5kwgMFf58HjfRnn536rRUP","Septiembre","spotify:artist:5yD3wtXDmbOloiFzO3km1M","LUNA KI","spotify:album:0T8P5mWXwgBN38yCWkGpQt","Unknown, 2034","1","3","125200","spotify:user:martinigoyanes7","2020-10-31T15:19:01Z"
