,Unnamed: 0,Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
108,108,Instrumental Music,Asian Zen Spa Music Meditation,"Zen Spa - Asian Zen Spa Music for Relaxation, Meditation, Massage, Yoga, Relaxation Meditation, Sound Therapy, Restful Sleep and Spa Relaxation",220125,False,30,4.0,1.0,3.0,0.933,0.177,0.0567,0.857,0.0986,-22.108,0.0449,0.0775,127.005,Sleep Tracks
109,109,2/1 - Remastered 2004,Brian Eno,Ambient 1/Music For Airports,534213,False,45,8.0,1.0,4.0,0.945,0.119,0.0758,0.973,0.0497,-23.943,0.0536,0.0333,94.577,Sleep Tracks
110,110,Healing Sleep Music,Deep Sleep,"Sleep Music: Lullabies to Help You Relax, Sleep, Meditate and Heal With Relaxing Piano Music, Nature Sounds and Natural Noise",199054,False,38,7.0,1.0,4.0,0.897,0.205,0.0396,0.986,0.141,-29.014,0.0392,0.0629,76.308,Sleep Tracks
111,111,Meditation,Asian Zen Spa Music Meditation,"Zen Spa - Asian Zen Spa Music for Relaxation, Meditation, Massage, Yoga, Relaxation Meditation, Sound Therapy, Restful Sleep and Spa Relaxation",214656,False,32,11.0,1.0,5.0,0.984,0.18600000000000005,0.047,0.982,0.0916,-18.854,0.0449,0.0669,111.696,Sleep Tracks
112,112,Complex Heaven,"Brian Eno,Jon Hopkins,Leo Abrahams",Small Craft On A Milk Sea,185226,False,38,10.0,1.0,3.0,0.934,0.191,0.0773,0.865,0.0778,-24.098000000000006,0.0389,0.0382,180.05599999999995,Sleep Tracks
113,113,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,"Frédéric Chopin,Luis Fernando Pérez",Chopin: Nocturnes (Volume 1),268426,False,66,3.0,1.0,4.0,0.99,0.387,0.0451,0.913,0.112,-24.698,0.0364,0.071,61.494,Sleep Tracks
114,114,Sleep Music,Binaural Beats Brainwave Entrainment,Binaural Beats Brain Waves Isochronic Tones,205400,False,33,0.0,1.0,3.0,0.826,0.314,0.0512,0.943,0.102,-23.716,0.0566,0.0332,89.514,Sleep Tracks
115,115,"Secret Zen - Classical Piano Music for Zen Meditation, Rest and Sleep",Zen Music Garden,Zen Music for Zen Meditation - Musique Zen,140586,False,37,7.0,1.0,3.0,0.992,0.564,0.0165,0.941,0.11,-26.704,0.0382,0.518,70.002,Sleep Tracks
116,116,Spa Dreams,Deep Sleep,"Sleep Music: Lullabies to Help You Relax, Sleep, Meditate and Heal With Relaxing Piano Music, Nature Sounds and Natural Noise",88948,False,37,7.0,1.0,4.0,0.994,0.224,0.006670000000000001,0.912,0.0797,-34.279,0.039,0.247,66.041,Sleep Tracks
117,117,Study Music,Asian Zen Spa Music Meditation,"Zen Spa - Asian Zen Spa Music for Relaxation, Meditation, Massage, Yoga, Relaxation Meditation, Sound Therapy, Restful Sleep and Spa Relaxation",196533,False,30,5.0,1.0,4.0,0.955,0.0669,0.0911,0.992,0.0999,-20.285,0.0443,0.0379,75.168,Sleep Tracks
118,118,Sleepy Time (Relaxing Music),Breathe,Breathe,1035000,False,35,1.0,1.0,4.0,0.983,0.118,0.0191,0.958,0.128,-30.053,0.037000000000000005,0.058,77.569,Sleep Tracks
119,119,Contemplation,Best Relaxing SPA Music,SPA Hotel - Ultimate SPA and Wellness Relaxation,1036270,False,36,2.0,1.0,4.0,0.911,0.168,0.022,0.8340000000000001,0.0912,-27.885,0.0434,0.0679,68.07600000000001,Sleep Tracks
120,120,Delta Waves for Deep Healing Sleep,Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment,"Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",1440027,False,44,0.0,0.0,4.0,0.735,0.159,0.479,0.98,0.212,-28.307,0.077,0.0253,109.374,Sleep Tracks
121,121,Candles,Jon Hopkins,Monsters,148546,False,0,3.0,0.0,4.0,0.868,0.298,0.14800000000000002,0.843,0.11,-26.245,0.0438,0.0603,108.658,Sleep Tracks
122,122,Emerald and Stone,"Brian Eno,Jon Hopkins,Leo Abrahams",Small Craft On A Milk Sea,132306,False,60,11.0,1.0,4.0,0.987,0.324,0.0379,0.907,0.0756,-25.247,0.0554,0.0383,120.169,Sleep Tracks
123,123,Happiness,"Jónsi,Alex Somers",Riceboy Sleeps,560653,False,36,7.0,1.0,3.0,0.866,0.0637,0.249,0.974,0.093,-16.187,0.0429,0.0372,67.693,Sleep Tracks
124,124,Hymn of the Cherubim,USSR Ministry of Culture Chamber Choir,Hearts of Space: Universe 5,455813,False,37,3.0,0.0,4.0,0.99,0.136,0.105,0.959,0.12,-22.091,0.037000000000000005,0.0326,75.842,Sleep Tracks
